PROVINCIA,CÓD ESPECIE,ESPECIE,PARÁMETRO,FORMA DE CUBICACIÓN,MODELO,A,B,C,D,P,Q,R,DNM
9,41,Quercus robur,VLE,4,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0.0
9,41,Quercus robur,VCC,5,11,0.0,0.0,0.0,0.0,0.0035307,1.73113,0.51603,0.0
9,41,Quercus robur,VSC,5,7,-10.61,0.8487662,9.4e-06,0.0,0.0,0.0,0.0,0.0
9,41,Quercus robur,IAVC,5,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,41,Quercus robur,VLE,5,12,0.0,0.0,0.0,0.0,4.83e-05,2.35962,0.0,0.0
9,42,Quercus petraea,VCC,2,11,0.0,0.0,0.0,0.0,0.0010342,1.93449,0.69601,0.0
9,42,Quercus petraea,VSC,2,7,-15.07,0.8331252,3e-06,0.0,0.0,0.0,0.0,0.0
9,42,Quercus petraea,IAVC,2,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,42,Quercus petraea,VLE,2,12,0.0,0.0,0.0,0.0,0.0003791,2.02691,0.0,0.0
9,42,Quercus petraea,VCC,3,11,0.0,0.0,0.0,0.0,0.0010342,1.93449,0.69601,0.0
9,42,Quercus petraea,VSC,3,7,-15.07,0.8331252,3e-06,0.0,0.0,0.0,0.0,0.0
9,42,Quercus petraea,IAVC,3,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,42,Quercus petraea,VLE,3,12,0.0,0.0,0.0,0.0,0.0003791,2.02691,0.0,0.0
9,42,Quercus petraea,VCC,4,11,0.0,0.0,0.0,0.0,0.0035307,1.73113,0.51603,0.0
9,42,Quercus petraea,VSC,4,7,-10.61,0.8487662,9.4e-06,0.0,0.0,0.0,0.0,0.0
9,42,Quercus petraea,IAVC,4,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,42,Quercus petraea,VLE,4,12,0.0,0.0,0.0,0.0,0.0003791,2.02691,0.0,0.0
9,42,Quercus petraea,VCC,5,11,0.0,0.0,0.0,0.0,0.0035307,1.73113,0.51603,0.0
9,42,Quercus petraea,VSC,5,7,-10.61,0.8487662,9.4e-06,0.0,0.0,0.0,0.0,0.0
9,42,Quercus petraea,IAVC,5,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,42,Quercus petraea,VLE,5,12,0.0,0.0,0.0,0.0,0.0003791,2.02691,0.0,0.0
9,43,Quercus pyrenaica,VCC,2,11,0.0,0.0,0.0,0.0,0.0007777,1.96262,0.73339,0.0
9,43,Quercus pyrenaica,VSC,2,7,-16.77,0.8332481,1.78e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,IAVC,2,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,VLE,2,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,43,Quercus pyrenaica,VCC,3,11,0.0,0.0,0.0,0.0,8.76e-05,2.56224,0.21484,0.0
9,43,Quercus pyrenaica,VSC,3,7,-0.19,0.6519316,0.0006198,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,IAVC,3,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,VLE,3,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,43,Quercus pyrenaica,VCC,4,11,0.0,0.0,0.0,0.0,0.0014842,1.92405,0.28957,0.0
9,43,Quercus pyrenaica,VSC,4,7,-8.77,0.8217037,3.57e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,IAVC,4,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,VLE,4,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,43,Quercus pyrenaica,VCC,5,11,0.0,0.0,0.0,0.0,0.0213545,1.49519,0.37413,0.0
9,43,Quercus pyrenaica,VSC,5,7,-18.18,0.8879841,2.6e-06,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,IAVC,5,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,VLE,5,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,43,Quercus pyrenaica,VCC,6,11,0.0,0.0,0.0,0.0,0.0014842,1.92405,0.28957,0.0
9,43,Quercus pyrenaica,VSC,6,7,-8.77,0.8217037,3.57e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,IAVC,6,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,43,Quercus pyrenaica,VLE,6,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,243,Quercus pubescens (Q.humilis),VCC,2,11,0.0,0.0,0.0,0.0,0.0007777,1.96262,0.73339,0.0
9,243,Quercus pubescens (Q.humilis),VSC,2,7,-16.77,0.8332481,1.78e-05,0.0,0.0,0.0,0.0,0.0
9,243,Quercus pubescens (Q.humilis),IAVC,2,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,243,Quercus pubescens (Q.humilis),VLE,2,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,243,Quercus pubescens (Q.humilis),VCC,3,11,0.0,0.0,0.0,0.0,8.76e-05,2.56224,0.21484,0.0
9,243,Quercus pubescens (Q.humilis),VSC,3,7,-0.19,0.6519316,0.0006198,0.0,0.0,0.0,0.0,0.0
9,243,Quercus pubescens (Q.humilis),IAVC,3,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,243,Quercus pubescens (Q.humilis),VLE,3,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,243,Quercus pubescens (Q.humilis),VCC,4,11,0.0,0.0,0.0,0.0,0.0014842,1.92405,0.28957,0.0
9,243,Quercus pubescens (Q.humilis),VSC,4,7,-8.77,0.8217037,3.57e-05,0.0,0.0,0.0,0.0,0.0
9,243,Quercus pubescens (Q.humilis),IAVC,4,17,-0.44184,0.020847,-1.2e-05,0.0,0.0,0.0,0.0,0.0
9,243,Quercus pubescens (Q.humilis),VLE,4,12,0.0,0.0,0.0,0.0,9.44e-05,2.27236,0.0,0.0
9,44,Quercus faginea,VCC,2,11,0.0,0.0,0.0,0.0,0.0011037,1.90712,0.69563,0.0
9,44,Quercus faginea,VSC,2,7,-5.67,0.7885383,2.77e-05,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,IAVC,2,17,-0.34679,0.016507,-1.6e-05,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,VLE,2,12,0.0,0.0,0.0,0.0,3.63e-05,2.46992,0.0,0.0
9,44,Quercus faginea,VCC,3,11,0.0,0.0,0.0,0.0,0.0001204,2.4529,0.30849,0.0
9,44,Quercus faginea,VSC,3,7,0.12,0.64354,0.0009715,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,IAVC,3,17,-0.34679,0.016507,-1.6e-05,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,VLE,3,12,0.0,0.0,0.0,0.0,3.63e-05,2.46992,0.0,0.0
9,44,Quercus faginea,VCC,4,11,0.0,0.0,0.0,0.0,0.0011205,1.9312,0.36732,0.0
9,44,Quercus faginea,VSC,4,7,-12.36,0.8593135,5.2e-06,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,IAVC,4,17,-0.34679,0.016507,-1.6e-05,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,VLE,4,12,0.0,0.0,0.0,0.0,3.63e-05,2.46992,0.0,0.0
9,44,Quercus faginea,VCC,5,11,0.0,0.0,0.0,0.0,0.03085,1.37492,0.42829,0.0
9,44,Quercus faginea,VSC,5,7,-6.06,0.80249,3.51e-05,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,IAVC,5,17,-0.34679,0.016507,-1.6e-05,0.0,0.0,0.0,0.0,0.0
9,44,Quercus faginea,VLE,5,12,0.0,0.0,0.0,0.0,3.63e-05,2.46992,0.0,0.0
9,45,Quercus ilex,VCC,2,11,0.0,0.0,0.0,0.0,0.075722,1.22788,0.32219,0.0
9,45,Quercus ilex,VSC,2,7,-1.92,0.7909368,0.0001174,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,IAVC,2,17,0.168953,0.005319,-3.4e-06,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,VLE,2,12,0.0,0.0,0.0,0.0,3.19e-05,2.56596,0.0,0.0
9,45,Quercus ilex,VCC,3,11,0.0,0.0,0.0,0.0,0.075722,1.22788,0.32219,0.0
9,45,Quercus ilex,VSC,3,7,-1.92,0.7909368,0.0001174,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,IAVC,3,17,0.168953,0.005319,-3.4e-06,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,VLE,3,12,0.0,0.0,0.0,0.0,3.19e-05,2.56596,0.0,0.0
9,45,Quercus ilex,VCC,4,11,0.0,0.0,0.0,0.0,0.0009438,1.98076,0.26685,0.0
9,45,Quercus ilex,VSC,4,7,-1.83,0.7972705,0.0001293,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,IAVC,4,17,0.168953,0.005319,-3.4e-06,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,VLE,4,12,0.0,0.0,0.0,0.0,3.19e-05,2.56596,0.0,0.0
9,45,Quercus ilex,VCC,5,11,0.0,0.0,0.0,0.0,0.075722,1.22788,0.32219,0.0
9,45,Quercus ilex,VSC,5,7,-1.92,0.7909368,0.0001174,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,IAVC,5,17,0.168953,0.005319,-3.4e-06,0.0,0.0,0.0,0.0,0.0
9,45,Quercus ilex,VLE,5,12,0.0,0.0,0.0,0.0,3.19e-05,2.56596,0.0,0.0
9,46,Quercus suber,VCC,2,11,0.0,0.0,0.0,0.0,0.0011082,1.87893,0.76382,0.0
9,46,Quercus suber,VSC,2,7,-23.46,0.6971691,0.0001167,0.0,0.0,0.0,0.0,0.0
9,46,Quercus suber,IAVC,2,21,0.0,0.0,5.53e-05,-1.2e-07,0.0,0.0,0.0,0.0
9,46,Quercus suber,VLE,2,12,0.0,0.0,0.0,0.0,1e-07,3.538,0.0,0.0
9,46,Quercus suber,VCC,3,11,0.0,0.0,0.0,0.0,0.0026803,1.86159,0.2291,0.0
9,46,Quercus suber,VSC,3,7,-10.94,0.6750618,0.0002251,0.0,0.0,0.0,0.0,0.0
9,46,Quercus suber,IAVC,3,21,0.0,0.0,5.53e-05,-1.2e-07,0.0,0.0,0.0,0.0
9,46,Quercus suber,VLE,3,12,0.0,0.0,0.0,0.0,1e-07,3.538,0.0,0.0
9,46,Quercus suber,VCC,4,11,0.0,0.0,0.0,0.0,0.0022002,1.82264,0.382,0.0
9,46,Quercus suber,VSC,4,7,-21.32,0.7529007,8.81e-05,0.0,0.0,0.0,0.0,0.0
9,46,Quercus suber,IAVC,4,21,0.0,0.0,5.53e-05,-1.2e-07,0.0,0.0,0.0,0.0
9,46,Quercus suber,VLE,4,12,0.0,0.0,0.0,0.0,1e-07,3.538,0.0,0.0
9,46,Quercus suber,VCC,5,11,0.0,0.0,0.0,0.0,0.0011082,1.87893,0.76382,0.0
9,46,Quercus suber,VSC,5,7,-23.46,0.6971691,0.0001167,0.0,0.0,0.0,0.0,0.0
9,46,Quercus suber,IAVC,5,21,0.0,0.0,5.53e-05,-1.2e-07,0.0,0.0,0.0,0.0
9,46,Quercus suber,VLE,5,12,0.0,0.0,0.0,0.0,1e-07,3.538,0.0,0.0
9,48,Quercus rubra,VCC,2,11,0.0,0.0,0.0,0.0,0.0006685,1.89452,0.9101,0.0
9,48,Quercus rubra,VSC,2,7,-13.26,0.911747,-1.65e-05,0.0,0.0,0.0,0.0,0.0
9,48,Quercus rubra,IAVC,2,20,-4.51929,0.065112,0.0,-2.9e-08,0.0,0.0,0.0,0.0
9,48,Quercus rubra,VLE,2,12,0.0,0.0,0.0,0.0,1.16e-05,2.63852,0.0,0.0
9,51,Populus alba,VCC,2,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,51,Populus alba,VSC,2,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
9,51,Populus alba,IAVC,2,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,51,Populus alba,VLE,2,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0,0.0
9,51,Populus alba,VCC,3,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,51,Populus alba,VSC,3,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
9,51,Populus alba,IAVC,3,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,51,Populus alba,VLE,3,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0,0.0
9,51,Populus alba,VCC,5,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,51,Populus alba,VSC,5,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
9,51,Populus alba,IAVC,5,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,51,Populus alba,VLE,5,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0,0.0
9,52,Populus tremula,VCC,2,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,52,Populus tremula,VSC,2,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
9,52,Populus tremula,IAVC,2,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,52,Populus tremula,VLE,2,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0,0.0
9,52,Populus tremula,VCC,3,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,52,Populus tremula,VSC,3,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
9,52,Populus tremula,IAVC,3,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,52,Populus tremula,VLE,3,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0,0.0
9,52,Populus tremula,VCC,5,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,52,Populus tremula,VSC,5,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
9,52,Populus tremula,IAVC,5,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,52,Populus tremula,VLE,5,12,0.0,0.0,0.0,0.0,0.0001247,2.16723,0.0,0.0
9,54,Alnus glutinosa,VCC,2,11,0.0,0.0,0.0,0.0,0.0002254,2.06989,0.94894,0.0
9,54,Alnus glutinosa,VSC,2,7,-0.79,0.8039236,2.27e-05,0.0,0.0,0.0,0.0,0.0
9,54,Alnus glutinosa,IAVC,2,17,2.720105,0.007076,3.75e-05,0.0,0.0,0.0,0.0,0.0
9,54,Alnus glutinosa,VLE,2,12,0.0,0.0,0.0,0.0,0.0009308,1.83129,0.0,0.0
9,54,Alnus glutinosa,VCC,3,11,0.0,0.0,0.0,0.0,0.0002254,2.06989,0.94894,0.0
9,54,Alnus glutinosa,VSC,3,7,-0.79,0.8039236,2.27e-05,0.0,0.0,0.0,0.0,0.0
9,54,Alnus glutinosa,IAVC,3,17,2.720105,0.007076,3.75e-05,0.0,0.0,0.0,0.0,0.0
9,54,Alnus glutinosa,VLE,3,12,0.0,0.0,0.0,0.0,0.0009308,1.83129,0.0,0.0
9,54,Alnus glutinosa,VCC,5,11,0.0,0.0,0.0,0.0,0.0002254,2.06989,0.94894,0.0
9,54,Alnus glutinosa,VSC,5,7,-0.79,0.8039236,2.27e-05,0.0,0.0,0.0,0.0,0.0
9,54,Alnus glutinosa,IAVC,5,17,2.720105,0.007076,3.75e-05,0.0,0.0,0.0,0.0,0.0
9,54,Alnus glutinosa,VLE,5,12,0.0,0.0,0.0,0.0,0.0009308,1.83129,0.0,0.0
9,55,Fraxinus angustifolia,VCC,2,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,55,Fraxinus angustifolia,VSC,2,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,IAVC,2,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,VLE,2,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,55,Fraxinus angustifolia,VCC,3,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,55,Fraxinus angustifolia,VSC,3,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,IAVC,3,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,VLE,3,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,55,Fraxinus angustifolia,VCC,4,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,55,Fraxinus angustifolia,VSC,4,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,IAVC,4,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,VLE,4,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,55,Fraxinus angustifolia,VCC,5,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,55,Fraxinus angustifolia,VSC,5,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,IAVC,5,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,55,Fraxinus angustifolia,VLE,5,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,255,Fraxinus excelsior,VCC,2,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,255,Fraxinus excelsior,VSC,2,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,IAVC,2,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,VLE,2,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,255,Fraxinus excelsior,VCC,4,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,255,Fraxinus excelsior,VSC,4,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,IAVC,4,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,VLE,4,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,255,Fraxinus excelsior,VCC,5,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,255,Fraxinus excelsior,VSC,5,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,IAVC,5,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,VLE,5,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,255,Fraxinus excelsior,VCC,6,11,0.0,0.0,0.0,0.0,0.0011227,1.84869,0.7592,0.0
9,255,Fraxinus excelsior,VSC,6,7,-6.18,0.8544607,-5.8e-06,0.0,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,IAVC,6,21,0.0,0.0,0.000145,-2.3e-07,0.0,0.0,0.0,0.0
9,255,Fraxinus excelsior,VLE,6,12,0.0,0.0,0.0,0.0,2.71e-05,2.51797,0.0,0.0
9,56,Ulmus minor,VCC,2,11,0.0,0.0,0.0,0.0,0.0007316,1.86222,0.94326,0.0
9,56,Ulmus minor,VSC,2,7,-7.8,0.8086976,1.7e-06,0.0,0.0,0.0,0.0,0.0
9,56,Ulmus minor,IAVC,2,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,56,Ulmus minor,VLE,2,12,0.0,0.0,0.0,0.0,1.27e-05,2.57913,0.0,0.0
9,56,Ulmus minor,VCC,3,11,0.0,0.0,0.0,0.0,0.0007316,1.86222,0.94326,0.0
9,56,Ulmus minor,VSC,3,7,-7.8,0.8086976,1.7e-06,0.0,0.0,0.0,0.0,0.0
9,56,Ulmus minor,IAVC,3,21,0.0,0.0,0.000294386422970122,-1.83824516101661e-07,0.0,0.0,0.0,0.0
9,56,Ulmus minor,VLE,3,12,0.0,0.0,0.0,0.0,1.27e-05,2.57913,0.0,0.0
9,57,Salix spp.,VCC,2,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,57,Salix spp.,VSC,2,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,57,Salix spp.,IAVC,2,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,57,Salix spp.,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,57,Salix spp.,VCC,3,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,57,Salix spp.,VSC,3,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,57,Salix spp.,IAVC,3,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,57,Salix spp.,VLE,3,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,57,Salix spp.,VCC,5,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,57,Salix spp.,VSC,5,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,57,Salix spp.,IAVC,5,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,57,Salix spp.,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,257,Salix alba,VCC,2,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,257,Salix alba,VSC,2,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,257,Salix alba,IAVC,2,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,257,Salix alba,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,257,Salix alba,VCC,4,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,257,Salix alba,VSC,4,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,257,Salix alba,IAVC,4,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,257,Salix alba,VLE,4,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,257,Salix alba,VCC,5,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,257,Salix alba,VSC,5,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,257,Salix alba,IAVC,5,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,257,Salix alba,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,357,Salix atrocinerea,VCC,2,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,357,Salix atrocinerea,VSC,2,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,IAVC,2,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,357,Salix atrocinerea,VCC,3,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,357,Salix atrocinerea,VSC,3,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,IAVC,3,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,VLE,3,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,357,Salix atrocinerea,VCC,4,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,357,Salix atrocinerea,VSC,4,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,IAVC,4,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,VLE,4,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,357,Salix atrocinerea,VCC,5,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,357,Salix atrocinerea,VSC,5,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,IAVC,5,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,357,Salix atrocinerea,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,657,Salix caprea,VCC,2,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,657,Salix caprea,VSC,2,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,657,Salix caprea,IAVC,2,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,657,Salix caprea,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,657,Salix caprea,VCC,3,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,657,Salix caprea,VSC,3,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,657,Salix caprea,IAVC,3,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,657,Salix caprea,VLE,3,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,657,Salix caprea,VCC,5,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,657,Salix caprea,VSC,5,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,657,Salix caprea,IAVC,5,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,657,Salix caprea,VLE,5,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,857,Salix fragilis,VCC,2,11,0.0,0.0,0.0,0.0,0.0004732,1.98799,0.75629,0.0
9,857,Salix fragilis,VSC,2,7,-4.94,0.8041761,1.86e-05,0.0,0.0,0.0,0.0,0.0
9,857,Salix fragilis,IAVC,2,21,0.0,0.0,0.000226,-1.8e-07,0.0,0.0,0.0,0.0
9,857,Salix fragilis,VLE,2,12,0.0,0.0,0.0,0.0,0.0016601,1.7736,0.0,0.0
9,58,Populus nigra,VCC,2,11,0.0,0.0,0.0,0.0,0.0003394,1.82072,1.26241,0.0
9,58,Populus nigra,VSC,2,7,-25.23,0.8585224,-3.8e-06,0.0,0.0,0.0,0.0,0.0
